Id,Index,Class,Type,Filename,Width,Height,MaxStack,Name,Description
201011,201011,objects,object,obj_item_2x1_door01_02.png,42,92,,,
201012,201012,objects,object,obj_item_2x1_door01_03.png,40,125,,,
201013,201013,objects,object,obj_item_2x1_door01_04.png,40,125,,,
201014,201014,objects,object,obj_item_2x1_door01_05.png,40,43,,,
201015,201015,objects,object,obj_item_2x1_door01_06.png,12,122,,,
201016,201016,objects,object,obj_item_2x1_door01_07.png,92,40,,,
201017,201017,objects,object,obj_item_2x1_drawer_001_wht.png,90,116,,,
201018,201018,objects,object,obj_item_2x1_dressingtable01.png,79,129,,,
201019,201019,objects,object,obj_item_2x1_fireeffects_01.png,29,39,,,
201020,201020,objects,object,obj_item_2x1_fireeffects_02.png,25,29,,,
201021,201021,objects,object,obj_item_2x1_fireeffects_03.png,14,34,,,
201022,201022,objects,object,obj_item_2x1_fireeffects_04.png,30,16,,,
201023,201023,objects,object,obj_item_2x1_fireeffects_05.png,30,16,,,
201024,201024,objects,object,obj_item_2x1_fireeffects_06.png,21,30,,,
201025,201025,objects,object,obj_item_2x1_flowerpot_red.png,63,108,,,
201026,201026,objects,object,obj_item_2x1_flowerpot_yellow.png,85,98,,,
201027,201027,objects,object,obj_item_2x1_goldbaseballglove_01.png,65,142,,,
201028,201028,objects,object,obj_item_2x1_goldbaseballglove_02.png,64,99,,,
201029,201029,objects,object,obj_item_2x1_goldbaseballglove_03.png,24,23,,,
201030,201030,objects,object,obj_item_2x1_grass02_01.png,43,57,,,
201031,201031,objects,object,obj_item_2x1_grass02_02.png,62,82,,,
201032,201032,objects,object,obj_item_2x1_grass02_03.png,45,58,,,
201033,201033,objects,object,obj_item_2x1_laserlight_01.png,40,36,,,
201034,201034,objects,object,obj_item_2x1_laserlight_02.png,28,28,,,
201035,201035,objects,object,obj_item_2x1_laserlight_03.png,14,22,,,
201036,201036,objects,object,obj_item_2x1_laserlight_04.png,14,460,,,
201037,201037,objects,object,obj_item_2x1_laserlight_05.png,4,455,,,
201038,201038,objects,object,obj_item_2x1_mirror_001_white_round.png,74,116,,,
201039,201039,objects,object,obj_item_2x1_mirror_002.png,80,114,,,
201040,201040,objects,object,obj_item_2x1_neonlight.png,90,186,,,
201041,201041,objects,object,obj_item_2x1_neonlight_2.png,90,84,,,
201042,201042,objects,object,obj_item_2x1_num_sign.png,80,146,,,
201043,201043,objects,object,obj_item_2x1_num_sign_0.png,18,22,,,
201044,201044,objects,object,obj_item_2x1_num_sign_1.png,18,22,,,
201045,201045,objects,object,obj_item_2x1_num_sign_2.png,18,22,,,
201046,201046,objects,object,obj_item_2x1_num_sign_3.png,18,22,,,
201047,201047,objects,object,obj_item_2x1_num_sign_4.png,18,22,,,
201048,201048,objects,object,obj_item_2x1_num_sign_5.png,18,22,,,
201049,201049,objects,object,obj_item_2x1_num_sign_6.png,18,22,,,
201050,201050,objects,object,obj_item_2x1_num_sign_7.png,18,22,,,
201051,201051,objects,object,obj_item_2x1_num_sign_8.png,18,22,,,
201052,201052,objects,object,obj_item_2x1_num_sign_9.png,18,22,,,
201053,201053,objects,object,obj_item_2x1_phone_red.png,78,90,,,
201054,201054,objects,object,obj_item_2x1_pinkchair01.png,52,93,,,
201055,201055,objects,object,obj_item_2x1_platformlight_01.png,90,37,,,
201056,201056,objects,object,obj_item_2x1_platformlight_02.png,46,46,,,
201057,201057,objects,object,obj_item_2x1_platformlight_03.png,36,36,,,
201058,201058,objects,object,obj_item_2x1_postbox_001_red_p01.png,70,128,,,
201059,201059,objects,object,obj_item_2x1_postbox_001_red_p02.png,38,30,,,
201060,201060,objects,object,obj_item_2x1_postbox_001_red_p03.png,40,50,,,
201061,201061,objects,object,obj_item_2x1_postbox_001_red_p04.png,24,24,,,
201062,201062,objects,object,obj_item_2x1_redwardrobe01.png,80,142,,,
201063,201063,objects,object,obj_item_2x1_refrigerator.png,80,122,,,
201064,201064,objects,object,obj_item_2x1_sandbag01_p01.png,56,154,,,
201065,201065,objects,object,obj_item_2x1_sandbag01_p02.png,48,94,,,
201066,201066,objects,object,obj_item_2x1_sandbag01_p03.png,16,36,,,
201067,201067,objects,object,obj_item_2x1_sandbag01_p04.png,20,20,,,
201068,201068,objects,object,obj_item_2x1_stage_groundlight_01.png,65,61,,,
201069,201069,objects,object,obj_item_2x1_stage_groundlight_02.png,67,70,,,
201070,201070,objects,object,obj_item_2x1_treasurebox.png,72,63,,,
201071,201071,objects,object,obj_item_2x1_tree02.png,72,109,,,
201072,201072,objects,object,obj_item_2x1_turntable_classic.png,82,128,,,
201073,201073,objects,object,obj_item_2x1_whitedrawers01.png,58,74,,,
201074,201074,objects,object,obj_item_2x1_whitewardrobe01.png,83,152,,,
201075,201075,objects,object,obj_item_2x1_woodchair01.png,46,86,,,
201076,201076,objects,object,obj_item_2x1_wooddrawers01.png,82,143,,,
201077,201077,objects,object,obj_item_2x1_woodtable02.png,73,108,,,
201078,201078,objects,object,obj_item_2x1_x_sign.png,80,132,,,
201079,201079,objects,object,obj_item_2x2_christmax_carpet.png,173,87,,,
201080,201080,objects,object,obj_item_2x2_christmax_floor.png,82,82,,,
201081,201081,objects,object,obj_item_2x2_christmax_floor_2.png,82,82,,,
201082,201082,objects,object,obj_item_2x2_dancingkogi_1.png,68,154,,,
201083,201083,objects,object,obj_item_2x2_dancingkogi_2.png,12,18,,,
201084,201084,objects,object,obj_item_2x2_drone_1.png,82,92,,,
201085,201085,objects,object,obj_item_2x2_drone_2.png,80,77,,,
201086,201086,objects,object,obj_item_2x2_drone_3.png,60,59,,,
201087,201087,objects,object,obj_item_2x2_drone_4.png,37,12,,,
201088,201088,objects,object,obj_item_2x2_drone_5.png,40,40,,,
201089,201089,objects,object,obj_item_2x2_drone_6.png,39,40,,,
201090,201090,objects,object,obj_item_2x2_drone_7.png,26,24,,,
201091,201091,objects,object,obj_item_2x2_drone_8.png,18,18,,,
201092,201092,objects,object,obj_item_2x2_dvstatue.png,75,120,,,
201093,201093,objects,object,obj_item_2x2_flower_tanpopo.png,72,60,,,
201094,201094,objects,object,obj_item_2x2_half_tree_01.png,84,46,,,
201095,201095,objects,object,obj_item_2x2_mannequin_01.png,81,162,,,
201096,201096,objects,object,obj_item_2x2_mannequin_02.png,71,76,,,
201097,201097,objects,object,obj_item_2x2_mannequin_03.png,67,122,,,
201098,201098,objects,object,obj_item_2x2_mushroom_01.png,64,52,,,
201099,201099,objects,object,obj_item_2x2_newspaper_01.png,83,69,,,
201100,201100,objects,object,obj_item_2x2_orangetable.png,74,108,,,
201101,201101,objects,object,obj_item_2x2_orangetv.png,79,122,,,
201102,201102,objects,object,obj_item_2x2_payphone01_red_p01.png,94,198,,,
201103,201103,objects,object,obj_item_2x2_payphone01_red_p02.png,86,96,,,
201104,201104,objects,object,obj_item_2x2_payphone01_red_p03.png,20,146,,,
201105,201105,objects,object,obj_item_2x2_payphone01_red_p04_eff01.png,314,314,,,
201106,201106,objects,object,obj_item_2x2_payphone01_red_p04_eff02.png,104,114,,,
201107,201107,objects,object,obj_item_2x2_payphone01_red_p04_eff03.png,84,94,,,
201108,201108,objects,object,obj_item_2x2_payphone01_red_p05.png,80,90,,,
201109,201109,objects,object,obj_item_2x2_psychelight_01.png,74,74,,,
201110,201110,objects,object,obj_item_2x2_psychelight_02.png,8,8,,,
201111,201111,objects,object,obj_item_2x2_psychelight_03.png,28,26,,,
201112,201112,objects,object,obj_item_2x2_psychelight_04.png,26,24,,,
201113,201113,objects,object,obj_item_2x2_psychelight_05.png,26,24,,,
201114,201114,objects,object,obj_item_2x2_psychelight_06.png,28,26,,,
201115,201115,objects,object,obj_item_2x2_psychelight_07.png,78,57,,,
201116,201116,objects,object,obj_item_2x2_psychelight_08.png,58,50,,,
201117,201117,objects,object,obj_item_2x2_puddle_01.png,81,82,,,
201118,201118,objects,object,obj_item_2x2_road_beige1_a.png,82,82,,,
201119,201119,objects,object,obj_item_2x2_road_beige1_b1.png,82,82,,,
201120,201120,objects,object,obj_item_2x2_road_beige1_b2.png,82,82,,,
201121,201121,objects,object,obj_item_2x2_road_beige1_c1.png,82,82,,,
201122,201122,objects,object,obj_item_2x2_road_beige1_c2.png,82,82,,,
201123,201123,objects,object,obj_item_2x2_road_beige1_c3.png,82,82,,,
201124,201124,objects,object,obj_item_2x2_road_beige1_c4.png,82,82,,,
201125,201125,objects,object,obj_item_2x2_road_beige1_d1.png,82,82,,,
201126,201126,objects,object,obj_item_2x2_road_beige1_d2.png,82,82,,,
201127,201127,objects,object,obj_item_2x2_road_beige1_d3.png,82,82,,,
201128,201128,objects,object,obj_item_2x2_road_beige1_d4.png,82,82,,,
201129,201129,objects,object,obj_item_2x2_road_beige1_e1.png,82,82,,,
201130,201130,objects,object,obj_item_2x2_road_beige1_e2.png,82,82,,,
201131,201131,objects,object,obj_item_2x2_road_beige1_e3.png,82,82,,,
201132,201132,objects,object,obj_item_2x2_road_beige1_e4.png,82,82,,,
201133,201133,objects,object,obj_item_2x2_road_beige1_f.png,82,82,,,
201134,201134,objects,object,obj_item_2x2_road_beige1_step.png,82,82,,,
201135,201135,objects,object,obj_item_2x2_road_beige2_a.png,82,82,,,
201136,201136,objects,object,obj_item_2x2_road_beige2_b1.png,82,82,,,
201137,201137,objects,object,obj_item_2x2_road_beige2_b2.png,82,82,,,
201138,201138,objects,object,obj_item_2x2_road_beige2_c1.png,82,82,,,
201139,201139,objects,object,obj_item_2x2_road_beige2_c2.png,82,82,,,
201140,201140,objects,object,obj_item_2x2_road_beige2_c3.png,82,82,,,
201141,201141,objects,object,obj_item_2x2_road_beige2_c4.png,82,82,,,
201142,201142,objects,object,obj_item_2x2_road_beige2_d1.png,82,82,,,
201143,201143,objects,object,obj_item_2x2_road_beige2_d2.png,82,82,,,
201144,201144,objects,object,obj_item_2x2_road_beige2_d3.png,82,82,,,
201145,201145,objects,object,obj_item_2x2_road_beige2_d4.png,82,82,,,
201146,201146,objects,object,obj_item_2x2_road_beige2_e1.png,82,82,,,
201147,201147,objects,object,obj_item_2x2_road_beige2_e2.png,82,82,,,
201148,201148,objects,object,obj_item_2x2_road_beige2_e3.png,82,82,,,
201149,201149,objects,object,obj_item_2x2_road_beige2_e4.png,82,82,,,
201150,201150,objects,object,obj_item_2x2_road_beige2_f.png,82,82,,,
201151,201151,objects,object,obj_item_2x2_road_beige2_step.png,82,82,,,
201152,201152,objects,object,obj_item_2x2_rocks_001.png,84,68,,,
201153,201153,objects,object,obj_item_2x2_rocks_002.png,76,68,,,
201154,201154,objects,object,obj_item_2x2_scale_01.png,76,75,,,
201155,201155,objects,object,obj_item_2x2_scale_02.png,4,20,,,
201156,201156,objects,object,obj_item_2x2_scale_03.png,64,62,,,
201157,201157,objects,object,obj_item_2x2_scale_04.png,70,19,,,
201158,201158,objects,object,obj_item_2x2_shrub_001.png,72,114,,,
201159,201159,objects,object,obj_item_2x2_shrub_002.png,72,110,,,
201160,201160,objects,object,obj_item_2x2_shrub_003.png,72,106,,,
201161,201161,objects,object,obj_item_2x2_shrub_004.png,98,98,,,
201162,201162,objects,object,obj_item_2x2_shrub_005.png,96,98,,,
201163,201163,objects,object,obj_item_2x2_shrub_006.png,98,100,,,
201164,201164,objects,object,obj_item_2x2_solosofa.png,83,105,,,
201165,201165,objects,object,obj_item_2x2_stage_soundmixer01.png,90,110,,,
201166,201166,objects,object,obj_item_2x2_stage_speaker01_01.png,80,144,,,
201167,201167,objects,object,obj_item_2x2_stage_speaker01_02.png,36,36,,,
201168,201168,objects,object,obj_item_2x2_stage_speaker02.png,86,127,,,
201169,201169,objects,object,obj_item_2x2_stone02.png,84,90,,,
201170,201170,objects,object,obj_item_2x2_stone_01.png,58,63,,,
201171,201171,objects,object,obj_item_2x2_stone_02.png,79,60,,,
201172,201172,objects,object,obj_item_2x2_stone_03.png,73,88,,,
201173,201173,objects,object,obj_item_2x2_stone_04.png,75,79,,,
201174,201174,objects,object,obj_item_2x2_stone_step_beige_01.png,80,80,,,
201175,201175,objects,object,obj_item_2x2_stone_step_beige_02.png,80,80,,,
201176,201176,objects,object,obj_item_2x2_stone_step_beige_03.png,80,80,,,
201177,201177,objects,object,obj_item_2x2_stone_step_beige_04.png,80,80,,,
201178,201178,objects,object,obj_item_2x2_stone_step_beige_05.png,80,80,,,
201179,201179,objects,object,obj_item_2x2_stone_step_beige_06.png,80,80,,,
201180,201180,objects,object,obj_item_2x2_stone_step_beige_07.png,80,80,,,
201181,201181,objects,object,obj_item_2x2_stone_step_brown_01.png,80,80,,,
201182,201182,objects,object,obj_item_2x2_stone_step_brown_02.png,80,80,,,
201183,201183,objects,object,obj_item_2x2_stone_step_dot_01.png,78,82,,,
201184,201184,objects,object,obj_item_2x2_stump.png,29,34,,,
201185,201185,objects,object,obj_item_2x2_toilet01_p01.png,86,154,,,
201186,201186,objects,object,obj_item_2x2_toilet01_p02.png,54,54,,,
201187,201187,objects,object,obj_item_2x2_toilet01_p03.png,52,51,,,
201188,201188,objects,object,obj_item_2x2_toilet01_p05.png,40,40,,,
201189,201189,objects,object,obj_item_2x2_toilet01_p06.png,40,40,,,
201190,201190,objects,object,obj_item_2x2_toilet01_p07.png,18,32,,,
201191,201191,objects,object,obj_item_2x2_toilet01_p08.png,10,10,,,
201192,201192,objects,object,obj_item_2x2_tree01.png,85,134,,,
201193,201193,objects,object,obj_item_2x2_tree_002.png,74,150,,,
201194,201194,objects,object,obj_item_2x2_tree_003.png,80,146,,,
201195,201195,objects,object,obj_item_2x2_tree_004.png,76,106,,,
201196,201196,objects,object,obj_item_2x2_tree_005.png,70,106,,,
201197,201197,objects,object,obj_item_2x2_tree_006.png,70,106,,,
201198,201198,objects,object,obj_item_2x2_tree_01.png,68,102,,,
201199,201199,objects,object,obj_item_2x2_tree_02.png,72,111,,,
201200,201200,objects,object,obj_item_2x2_tree_03.png,72,111,,,
201201,201201,objects,object,obj_item_2x2_tree_04.png,104,113,,,
201202,201202,objects,object,obj_item_2x2_weeds_01.png,96,89,,,
201203,201203,objects,object,obj_item_2x2_weeds_02.png,97,91,,,
201204,201204,objects,object,obj_item_2x2_weeds_03.png,77,125,,,
201205,201205,objects,object,obj_item_2x2_well.png,84,84,,,
201206,201206,objects,object,obj_item_2x2_woodtable01.png,78,79,,,
201207,201207,objects,object,obj_item_2x3_bridge_wood_001.png,114,154,,,
201208,201208,objects,object,obj_item_2x3_picturezone_moon_board_color.png,79,150,,,
201209,201209,objects,object,obj_item_2x3_picturezone_moon_board_line.png,82,153,,,
201210,201210,objects,object,obj_item_2x3_picturezone_moon_camera.png,46,98,,,
201211,201211,objects,object,obj_item_2x3_picturezone_moon_flash.png,163,176,,,
201212,201212,objects,object,obj_item_2x3_picturezone_moon_moon.png,70,70,,,
201213,201213,objects,object,obj_item_2x3_picturezone_moon_moonlight.png,92,92,,,
201214,201214,objects,object,obj_item_2x3_picturezone_moon_redlamp.png,8,8,,,
201215,201215,objects,object,obj_item_2x3_picturezone_moon_river1.png,79,42,,,
201216,201216,objects,object,obj_item_2x3_picturezone_moon_river2.png,79,47,,,
201217,201217,objects,object,obj_item_2x3_picturezone_moon_star.png,31,30,,,
201218,201218,objects,object,obj_item_2x3_picturezone_moon_star_light.png,26,26,,,
201219,201219,objects,object,obj_item_2x3_sofa_bench_wood.png,68,148,,,
201220,201220,objects,object,obj_item_2x4_christmax_table.png,106,185,,,
201221,201221,objects,object,obj_item_2x4_stage_stagelighting02_01.png,50,343,,,
201222,201222,objects,object,obj_item_2x5_stage_stagelighting03_01.png,54,490,,,
201223,201223,objects,object,obj_item_2x5_stage_stagelighting03_02.png,48,38,,,
201224,201224,objects,object,obj_item_2x5_stage_stagelighting03_03.png,68,352,,,
201225,201225,objects,object,obj_item_2x5_stage_stagelighting03_04.png,23,21,,,
201226,201226,objects,object,obj_item_3x1_christmax_snowman_01.png,95,84,,,
201227,201227,objects,object,obj_item_3x1_christmax_snowman_02.png,33,28,,,
201228,201228,objects,object,obj_item_3x1_christmax_snowman_03.png,49,48,,,
201229,201229,objects,object,obj_item_3x1_christmax_snowman_04.png,25,17,,,
201230,201230,objects,object,obj_item_3x1_christmax_snowman_05.png,7,7,,,
201231,201231,objects,object,obj_item_3x1_christmax_snowman_06.png,34,19,,,
201232,201232,objects,object,obj_item_3x1_platformspeaker.png,96,73,,,
201233,201233,objects,object,obj_item_3x1_sofa_lounge_green.png,122,84,,,
201234,201234,objects,object,obj_item_3x1_synthesizer01.png,111,120,,,
201235,201235,objects,object,obj_item_3x1_twinflowers_01.png,124,100,,,
201236,201236,objects,object,obj_item_3x1_twinflowers_02.png,43,42,,,
201237,201237,objects,object,obj_item_3x1_twinflowers_03.png,43,42,,,
201238,201238,objects,object,obj_item_3x1_twinflowers_04.png,45,43,,,
201239,201239,objects,object,obj_item_3x1_twinflowers_05.png,40,43,,,
201240,201240,objects,object,obj_item_3x1_twinflowers_06.png,40,43,,,
201241,201241,objects,object,obj_item_3x1_twinflowers_07.png,41,45,,,
201242,201242,objects,object,obj_item_3x2_christmax_firewood.png,109,107,,,
201243,201243,objects,object,obj_item_3x2_cutecdplayer_01.png,107,141,,,
201244,201244,objects,object,obj_item_3x2_cutecdplayer_02.png,30,30,,,
201245,201245,objects,object,obj_item_3x2_cutecdplayer_03.png,30,30,,,
201246,201246,objects,object,obj_item_3x2_cutecdplayer_04.png,30,24,,,
201247,201247,objects,object,obj_item_3x2_cutecdplayer_05.png,26,18,,,
201248,201248,objects,object,obj_item_3x2_cutecdplayer_06.png,24,22,,,
201249,201249,objects,object,obj_item_3x2_cutecdplayer_07.png,16,18,,,
201250,201250,objects,object,obj_item_3x2_cutecdplayer_08.png,28,23,,,
201251,201251,objects,object,obj_item_3x2_cutecdplayer_09.png,24,23,,,
201252,201252,objects,object,obj_item_3x2_cutecdplayer_ear1.png,25,30,,,
201253,201253,objects,object,obj_item_3x2_cutecdplayer_ear_EF.png,13,16,,,
201254,201254,objects,object,obj_item_3x2_deskpc01_p01.png,128,184,,,
201255,201255,objects,object,obj_item_3x2_deskpc01_p02.png,88,50,,,
201256,201256,objects,object,obj_item_3x2_deskpc01_p03.png,74,36,,,
201257,201257,objects,object,obj_item_3x2_deskpc01_p04_gamep01.png,74,36,,,
201258,201258,objects,object,obj_item_3x2_deskpc01_p04_gamep01_1.png,74,36,,,
201259,201259,objects,object,obj_item_3x2_deskpc01_p04_gamep01_2.png,8,10,,,
201260,201260,objects,object,obj_item_3x2_deskpc01_p04_gamep02_1.png,74,10,,,
201261,201261,objects,object,obj_item_3x2_deskpc01_p04_gamep02_2.png,8,2,,,
201262,201262,objects,object,obj_item_3x2_deskpc01_p04_gamep03_block1.png,6,10,,,
201263,201263,objects,object,obj_item_3x2_deskpc01_p04_gamep03_block2.png,6,10,,,
201264,201264,objects,object,obj_item_3x2_deskpc01_p04_gamep04_pipe1.png,8,18,,,
201265,201265,objects,object,obj_item_3x2_deskpc01_p04_gamep04_pipe2.png,8,18,,,
201266,201266,objects,object,obj_item_3x2_deskpc01_p04_gamep05_kumo1.png,6,12,,,
201267,201267,objects,object,obj_item_3x2_deskpc01_p04_gamep05_kumo2.png,6,12,,,
201268,201268,objects,object,obj_item_3x2_deskpc01_p04_gamep05_kumo3.png,6,12,,,
201269,201269,objects,object,obj_item_3x2_deskpc01_p04_gamep06_kumo1.png,8,12,,,
201270,201270,objects,object,obj_item_3x2_deskpc01_p04_gamep06_kumo2.png,8,12,,,
201271,201271,objects,object,obj_item_3x2_deskpc01_p04_gamep07_1.png,6,18,,,
201272,201272,objects,object,obj_item_3x2_deskpc01_p04_gamep07_2.png,6,18,,,
201273,201273,objects,object,obj_item_3x2_deskpc01_p04_gamep08_1.png,6,18,,,
201274,201274,objects,object,obj_item_3x2_deskpc01_p04_gamep08_2.png,6,18,,,
201275,201275,objects,object,obj_item_3x2_deskpc01_p04_gamep09_1.png,6,12,,,
201276,201276,objects,object,obj_item_3x2_deskpc01_p04_gamep09_2.png,6,12,,,
201277,201277,objects,object,obj_item_3x2_deskpc01_p04_gamep09_3.png,6,12,,,
201278,201278,objects,object,obj_item_3x2_deskpc01_p04_gamep10_1.png,6,12,,,
201279,201279,objects,object,obj_item_3x2_deskpc01_p04_gamep10_2.png,6,12,,,
201280,201280,objects,object,obj_item_3x2_deskpc01_p04_gamep10_3.png,6,12,,,
201281,201281,objects,object,obj_item_3x2_deskpc01_p04_gamep11_kinoko.png,12,10,,,
201282,201282,objects,object,obj_item_3x2_deskpc01_p04_gamep12_cha.png,12,14,,,
201283,201283,objects,object,obj_item_3x2_deskpc01_p05_l.png,16,10,,,
201284,201284,objects,object,obj_item_3x2_electricrange01_01.png,100,96,,,
201285,201285,objects,object,obj_item_3x2_electricrange01_02.png,50,48,,,
201286,201286,objects,object,obj_item_3x2_electricrange01_03.png,16,16,,,
201287,201287,objects,object,obj_item_3x2_electricrange01_04.png,83,45,,,
201288,201288,objects,object,obj_item_3x2_electricrange01_05.png,42,19,,,
201289,201289,objects,object,obj_item_3x2_electricrange01_06.png,11,11,,,
201290,201290,objects,object,obj_item_3x2_electricrange01_07.png,12,11,,,
201291,201291,objects,object,obj_item_3x2_electricrange01_08.png,9,9,,,
201292,201292,objects,object,obj_item_3x2_electricrange01_09.png,26,22,,,
201293,201293,objects,object,obj_item_3x2_electricrange01_10.png,25,20,,,
201294,201294,objects,object,obj_item_3x2_electricrange01_11.png,17,16,,,
201295,201295,objects,object,obj_item_3x2_orgel01_01.png,78,64,,,
201296,201296,objects,object,obj_item_3x2_orgel01_02.png,43,14,,,
201297,201297,objects,object,obj_item_3x2_orgel01_05.png,6,5,,,
201298,201298,objects,object,obj_item_3x2_orgel01_06.png,10,14,,,
201299,201299,objects,object,obj_item_3x2_orgel01_07.png,74,111,,,
201300,201300,objects,object,obj_item_3x2_orgel01_08.png,50,25,,,
201301,201301,objects,object,obj_item_3x2_orgel01_09.png,50,25,,,
201302,201302,objects,object,obj_item_3x2_orgel01_10.png,4,4,,,
201303,201303,objects,object,obj_item_3x2_orgel01_11.png,10,10,,,
201304,201304,objects,object,obj_item_3x2_orgel01_12.png,60,40,,,
201305,201305,objects,object,obj_item_3x2_orgel01_13.png,4,7,,,
201306,201306,objects,object,obj_item_3x2_orgel01_14.png,15,24,,,
201307,201307,objects,object,obj_item_3x2_orgel01_15.png,15,22,,,
201308,201308,objects,object,obj_item_3x2_orgel01_16.png,60,47,,,
201309,201309,objects,object,obj_item_3x2_planetlight.png,135,187,,,
201310,201310,objects,object,obj_item_3x2_planetlight_02.png,82,80,,,
201311,201311,objects,object,obj_item_3x2_tree_01.png,167,129,,,
201312,201312,objects,object,obj_item_3x2_tree_02.png,147,153,,,
201313,201313,objects,object,obj_item_3x2_tree_03.png,159,169,,,
201314,201314,objects,object,obj_item_3x2_tree_04.png,176,121,,,
201315,201315,objects,object,obj_item_3x3_bonfire01_01.png,130,112,,,
201316,201316,objects,object,obj_item_3x3_bonfire01_02.png,61,51,,,
201317,201317,objects,object,obj_item_3x3_bonfire01_03.png,110,90,,,
201318,201318,objects,object,obj_item_3x3_bonfire01_04.png,92,92,,,
201319,201319,objects,object,obj_item_3x3_bonfire01_05.png,68,80,,,
201320,201320,objects,object,obj_item_3x3_bonfire01_06.png,41,42,,,
201321,201321,objects,object,obj_item_3x3_bonfire01_07.png,67,83,,,
201322,201322,objects,object,obj_item_3x3_bonfire01_08.png,44,46,,,
201323,201323,objects,object,obj_item_3x3_bonfire01_09.png,70,81,,,
201324,201324,objects,object,obj_item_3x3_bonfire01_10.png,48,51,,,
201325,201325,objects,object,obj_item_3x3_bonfire01_11.png,83,81,,,
201326,201326,objects,object,obj_item_3x3_bonfire01_12.png,47,45,,,
201327,201327,objects,object,obj_item_3x3_bonfire01_13.png,70,64,,,
201328,201328,objects,object,obj_item_3x3_bonfire01_14.png,47,39,,,
201329,201329,objects,object,obj_item_3x3_bonfire01_15.png,70,72,,,
201330,201330,objects,object,obj_item_3x3_bonfire01_16.png,44,42,,,
201331,201331,objects,object,obj_item_3x3_bonfire01_17.png,64,76,,,
201332,201332,objects,object,obj_item_3x3_bonfire01_18.png,42,43,,,
201333,201333,objects,object,obj_item_3x3_catrachehouse.png,121,161,,,
201334,201334,objects,object,obj_item_3x3_standmike_01.png,132,142,,,
201335,201335,objects,object,obj_item_3x3_standmike_02.png,79,72,,,
201336,201336,objects,object,obj_item_3x3_standmike_03.png,82,72,,,
201337,201337,objects,object,obj_item_3x3_standmike_04.png,42,95,,,
201338,201338,objects,object,obj_item_3x3_standmike_04_1.png,42,95,,,
201339,201339,objects,object,obj_item_3x3_standmike_05.png,56,90,,,
201340,201340,objects,object,obj_item_3x3_standmike_06.png,57,90,,,
201341,201341,objects,object,obj_item_3x3_standmike_07.png,46,49,,,
201342,201342,objects,object,obj_item_3x3_standmike_08.png,31,43,,,
201343,201343,objects,object,obj_item_3x3_standmike_09.png,26,26,,,
201344,201344,objects,object,obj_item_3x4_christmax_tree.png,126,151,,,
201345,201345,objects,object,obj_item_3x4_photozone_midnight_01.png,94,111,,,
201346,201346,objects,object,obj_item_3x4_photozone_midnight_02.png,41,41,,,
201347,201347,objects,object,obj_item_3x4_photozone_midnight_03.png,36,45,,,
201348,201348,objects,object,obj_item_3x4_photozone_midnight_04.png,42,34,,,
201349,201349,objects,object,obj_item_3x4_photozone_midnight_05.png,34,35,,,
201350,201350,objects,object,obj_item_3x4_photozone_midnight_06.png,30,32,,,
201351,201351,objects,object,obj_item_3x4_photozone_midnight_07.png,106,102,,,
201352,201352,objects,object,obj_item_3x4_photozone_midnight_08.png,71,115,,,
201353,201353,objects,object,obj_item_3x4_photozone_midnight_09.png,104,165,,,
201354,201354,objects,object,obj_item_4x1_audio01_p01.png,164,132,,,
201355,201355,objects,object,obj_item_4x1_audio01_p02_sound1_1.png,16,16,,,
201356,201356,objects,object,obj_item_4x1_audio01_p02_sound1_2.png,26,26,,,
201357,201357,objects,object,obj_item_4x1_audio01_p02_sound1_3.png,36,36,,,
201358,201358,objects,object,obj_item_4x1_audio01_p02_sound2_1.png,12,12,,,
201359,201359,objects,object,obj_item_4x1_audio01_p02_sound2_2.png,22,22,,,
201360,201360,objects,object,obj_item_4x1_audio01_p03_eff_0.png,6,4,,,
201361,201361,objects,object,obj_item_4x1_audio01_p03_eff_1.png,4,12,,,
201362,201362,objects,object,obj_item_4x1_audio01_p03_eff_2.png,4,12,,,
201363,201363,objects,object,obj_item_4x1_audio01_p03_eff_3.png,4,12,,,
201364,201364,objects,object,obj_item_4x1_audio01_p03_eff_4.png,4,12,,,
201365,201365,objects,object,obj_item_4x1_audio01_p03_eff_5.png,4,12,,,
201366,201366,objects,object,obj_item_4x1_audio01_p03_eff_6.png,4,12,,,
201367,201367,objects,object,obj_item_4x1_audio01_p04_note_1.png,19,21,,,
201368,201368,objects,object,obj_item_4x1_audio01_p04_note_2.png,18,24,,,
201369,201369,objects,object,obj_item_4x1_audio01_p04_note_3.png,17,25,,,
201370,201370,objects,object,obj_item_4x1_bench_001_wht.png,174,112,,,
201371,201371,objects,object,obj_item_4x1_christmax_deco_1.png,82,89,,,
201372,201372,objects,object,obj_item_4x1_christmax_deco_2.png,95,89,,,
201373,201373,objects,object,obj_item_4x1_door_001_front_floor.png,92,40,,,
201374,201374,objects,object,obj_item_4x1_door_001_front_p01.png,48,98,,,
201375,201375,objects,object,obj_item_4x1_door_001_front_p02.png,48,98,,,
201376,201376,objects,object,obj_item_4x1_door_001_front_p03.png,44,126,,,
201377,201377,objects,object,obj_item_4x1_door_001_front_p04.png,44,126,,,
201378,201378,objects,object,obj_item_4x1_door_001_front_p05.png,20,130,,,
201379,201379,objects,object,obj_item_4x1_door_001_front_p06.png,20,130,,,
