id,*상점,*매직박스1,*기본,type,name,description,cat,sub_cat,bundle_size,useAction,infoAction,file_name,width,height,sellPrice,R,G,B,grade,*이미지,*색상,열1,*획득 방법,attributes
40432,,,,item,clothes402,,Avatar,clothes,1,,,cloth_000443.png,87,86,,255,255,255,,그림,,,,
40433,,,,item,clothes403,,Avatar,clothes,1,,,cloth_000444.png,86,86,,255,255,255,,그림,,,,
40434,,,,item,clothes404,,Avatar,clothes,1,,,cloth_000445.png,87,86,,255,255,255,,그림,,,,
40435,,,,item,clothes405,,Avatar,clothes,1,,,cloth_000446.png,86,86,,255,255,255,,그림,,,,
40436,,,,item,clothes406,,Avatar,clothes,1,,,cloth_000447_f01.png,72,99,,255,255,255,,그림,,,,
40437,,,,item,clothes407,,Avatar,clothes,1,,,cloth_000448_f01.png,72,86,,255,255,255,,그림,,,,
40438,,,,item,clothes408,,Avatar,clothes,1,,,cloth_000449_f01.png,71,82,,255,255,255,,그림,,,,
40439,,,,item,clothes409,,Avatar,clothes,1,,,cloth_000450_f01.png,72,90,,255,255,255,,그림,,,,
40440,,,,item,clothes410,,Avatar,clothes,1,,,cloth_000451_f01.png,73,86,,255,255,255,,그림,,,,
40441,,,,item,clothes411,,Avatar,clothes,1,,,cloth_000452_b01.png,94,86,,255,255,255,,그림,,,,
40442,,,,item,clothes412,,Avatar,clothes,1,,,cloth_000453_f01.png,72,86,,255,255,255,,그림,,,,
40443,,,,item,clothes413,,Avatar,clothes,1,,,cloth_000454_b01.png,80,86,,255,255,255,,그림,,,,
40444,,,,item,clothes414,,Avatar,clothes,1,,,cloth_000454_f01.png,72,86,,255,255,255,,그림,,,,
40445,,,,item,clothes415,,Avatar,clothes,1,,,cloth_000455_f01.png,72,86,,255,255,255,,그림,,,,
40446,,,,item,clothes416,,Avatar,clothes,1,,,cloth_000456_f01.png,72,86,,255,255,255,,그림,,,,
40447,,,,item,clothes417,,Avatar,clothes,1,,,cloth_000457_f01.png,84,86,,255,255,255,,그림,,,,
40448,,,,item,clothes418,,Avatar,clothes,1,,,cloth_000458.png,89,86,,255,255,255,,그림,,,,
40449,,,,item,clothes419,,Avatar,clothes,1,,,cloth_000459_f01.png,82,86,,255,255,255,,그림,,,,
40450,,,,item,clothes420,,Avatar,clothes,1,,,cloth_000460_f01.png,72,86,,255,255,255,,그림,,,,
40451,,,,nft,Graceful Harvest Outfit,Start your fruitful journey in these sweet and hopeful harvest overalls.,Avatar,clothes,1,,,cloth_000461_f01.png,67,82,,255,255,255,event,그림,,,,
40452,,,,nft,Wanderer’s Farming Outfit,Worn by brave farmers who made it to PLAY3.,Avatar,clothes,1,,,cloth_000462_f01.png,91,87,,255,255,255,event,그림,,,,"""{""""x"""":-0.06,""""y"""":0,""""z"""":-0.0005,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
40453,,,,item,clothes423,,Avatar,clothes,1,,,cloth_000463.png,86,87,,255,255,255,,그림,,,,
40454,,,,item,clothes424,,Avatar,clothes,1,,,cloth_000464_f01.png,71,86,,255,255,255,,그림,,,,
40455,,,,item,Hot Sporty Outfit (M),Heat up the field boys!,Avatar,clothes,1,,,cloth_000465_f01.png,74,88,500,255,255,255,common,그림,,,,
40456,,,,item,clothes426,,Avatar,clothes,1,,,cloth_000466_b01.png,79,86,,255,255,255,,그림,,,,
40457,,,,item,clothes427,,Avatar,clothes,1,,,cloth_000467_f01.png,69,84,,255,255,255,,그림,,,,
40458,,,,item,clothes428,,Avatar,clothes,1,,,cloth_000468_f01.png,70,83,,255,255,255,,그림,,,,
40459,,,,item,clothes429,,Avatar,clothes,1,,,cloth_000469.png,90,86,,255,255,255,,그림,,,,
40460,,,,item,clothes430,,Avatar,clothes,1,,,cloth_000471.png,77,87,,255,255,255,,그림,,,,
40461,,,,item,clothes431,,Avatar,clothes,1,,,cloth_000472_f01.png,72,86,,255,255,255,,그림,,,,
40462,,,,item,clothes432,,Avatar,clothes,1,,,cloth_000473_f01.png,72,86,,255,255,255,,그림,,,,
40463,,,,item,clothes433,,Avatar,clothes,1,,,cloth_000474_f01.png,71,85,,255,255,255,,그림,,,,
40464,,,,item,clothes434,,Avatar,clothes,1,,,cloth_000475.png,97,86,,255,255,255,,그림,,,,
40465,,,,item,clothes435,,Avatar,clothes,1,,,cloth_000476_f01.png,72,86,,255,255,255,,그림,,,,
40466,,,,item,clothes436,,Avatar,clothes,1,,,cloth_000477_f01.png,74,88,,255,255,255,,그림,,,,
40467,,,,item,clothes437,,Avatar,clothes,1,,,cloth_000478.png,88,86,,255,255,255,,그림,,,,
40468,,,,item,clothes438,,Avatar,clothes,1,,,cloth_000479_f01.png,71,85,,255,255,255,,그림,,,,
40469,,,,item,clothes439,,Avatar,clothes,1,,,cloth_000480_f01.png,70,85,,255,255,255,,그림,,,,
40470,,,,item,clothes440,,Avatar,clothes,1,,,cloth_000481_f01.png,72,86,,255,255,255,,그림,,,,
40471,,,,item,clothes441,,Avatar,clothes,1,,,cloth_000482.png,81,87,,255,255,255,,그림,,,,
40472,,,,item,clothes442,,Avatar,clothes,1,,,cloth_000483_f01.png,84,84,,255,255,255,,그림,,,,
40473,,,,item,clothes443,,Avatar,clothes,1,,,cloth_000484_f01.png,76,84,,255,255,255,,그림,,,,
40474,,,,item,clothes444,,Avatar,clothes,1,,,cloth_000485_f01.png,72,86,,255,255,255,,그림,,,,
40475,,,,item,clothes445,,Avatar,clothes,1,,,cloth_000486.png,69,90,,255,255,255,,그림,,,,
40476,,,,item,clothes446,,Avatar,clothes,1,,,cloth_000487.png,70,83,,255,255,255,,그림,,,,
40477,,,,item,clothes447,,Avatar,clothes,1,,,cloth_000488_f01.png,86,88,,255,255,255,,그림,,,,
40478,,,,nft,Breezy Mesh Outfit,Sleeveless top with breezy mesh patterns.,Avatar,clothes,1,,,cloth_000489_f01.png,76,86,,255,255,255,rare,그림,,,,
40479,,,,item,clothes449,,Avatar,clothes,1,,,cloth_000490_f01.png,72,86,,255,255,255,,그림,,,,
40480,,,,item,clothes450,,Avatar,clothes,1,,,cloth_000492_f01.png,94,86,,255,255,255,,그림,,,,
40481,,,,item,clothes451,,Avatar,clothes,1,,,cloth_000493_f01.png,74,86,,255,255,255,,그림,,,,
40482,,,,item,clothes452,,Avatar,clothes,1,,,cloth_000494_f01.png,80,86,,255,255,255,,그림,,,,
40483,,,,item,clothes453,,Avatar,clothes,1,,,cloth_000495_f01.png,78,84,,255,255,255,,그림,,,,
40484,,,,item,clothes454,,Avatar,clothes,1,,,cloth_000496_f01.png,72,86,,255,255,255,,그림,,,,
40485,,,,item,clothes455,,Avatar,clothes,1,,,cloth_000497_f01.png,74,86,,255,255,255,,그림,,,,
40486,,,,item,clothes456,,Avatar,clothes,1,,,cloth_000498_f01.png,74,86,,255,255,255,,그림,,,,
40487,,,,item,clothes457,,Avatar,clothes,1,,,cloth_000499_f01.png,72,86,250,255,255,255,basic,그림,,,,
40488,,,,item,clothes458,,Avatar,clothes,1,,,cloth_000500_f01.png,92,86,,255,255,255,,그림,,,,
40489,,,,item,clothes459,,Avatar,clothes,1,,,cloth_000501.png,72,86,,255,255,255,,그림,,,,
40490,,,,item,clothes460,,Avatar,clothes,1,,,cloth_000502.png,92,86,,255,255,255,,그림,,,,
40491,,,,item,clothes461,,Avatar,clothes,1,,,cloth_000503_f01.png,92,92,,255,255,255,,그림,,,,
40492,,,,item,clothes462,,Avatar,clothes,1,,,cloth_000504_f01.png,69,83,,255,255,255,,그림,,,,
40493,,,,item,clothes463,,Avatar,clothes,1,,,cloth_000505_f01.png,69,83,,255,255,255,,그림,,,,
40494,,,,item,clothes464,,Avatar,clothes,1,,,cloth_000506_f01.png,74,86,,255,255,255,,그림,,,,
40495,Garage 상품 예정,,,nft,Worn Clothes,,Avatar,clothes,1,,,cloth_000507_f01.png,74,86,,255,255,255,rare,그림,,,,
40496,,,,item,clothes466,,Avatar,clothes,1,,,cloth_000508_f01.png,76,86,,255,255,255,,그림,,,,
40497,,,,item,clothes467,,Avatar,clothes,1,,,cloth_000509_f01.png,74,86,250,255,255,255,basic,그림,,,,
40498,,,,item,clothes468,,Avatar,clothes,1,,,cloth_000510_f01.png,74,86,,255,255,255,,그림,,,,
40499,,,,item,clothes469,,Avatar,clothes,1,,,cloth_000511_f01.png,74,86,,255,255,255,,그림,,,,
40500,,,,item,clothes470,,Avatar,clothes,1,,,cloth_000512_f01.png,74,86,,255,255,255,,그림,,,,
40501,,,,item,clothes471,,Avatar,clothes,1,,,cloth_000513_f01.png,74,86,,255,255,255,,그림,,,,
40502,,,,item,clothes472,,Avatar,clothes,1,,,cloth_000514_f01.png,72,86,,255,255,255,,그림,,,,
40503,,,,item,clothes473,,Avatar,clothes,1,,,cloth_000515_f01.png,72,86,,255,255,255,,그림,,,,
40504,,,,item,clothes474,,Avatar,clothes,1,,,cloth_000516_f01.png,72,86,,255,255,255,,그림,,,,
40505,,,,item,clothes475,,Avatar,clothes,1,,,cloth_000517_f01.png,72,86,,255,255,255,,그림,,,,
40506,,,,item,clothes476,,Avatar,clothes,1,,,cloth_000518_f01.png,77,83,,255,255,255,,그림,,,,
40507,,,,item,clothes477,,Avatar,clothes,1,,,cloth_000519_f01.png,84,86,,255,255,255,,그림,,,,
40508,,,,item,clothes478,,Avatar,clothes,1,,,cloth_000520_f01.png,72,86,,255,255,255,,그림,,,,
40509,,,,item,clothes479,,Avatar,clothes,1,,,cloth_000521_f01.png,72,86,,255,255,255,,그림,,,,
40510,,,,item,clothes480,,Avatar,clothes,1,,,cloth_000522_f01.png,74,86,,255,255,255,,그림,,,,
40511,,,,item,clothes481,,Avatar,clothes,1,,,cloth_000523_f01.png,72,89,,255,255,255,,그림,,,,
40512,,,,item,clothes482,,Avatar,clothes,1,,,cloth_000524_f01.png,83,89,,255,255,255,,그림,,,,
40513,,,,item,clothes483,,Avatar,clothes,1,,,cloth_000526_f01.png,72,86,,255,255,255,,그림,,,,
40514,,,,item,clothes484,,Avatar,clothes,1,,,cloth_000527_f01.png,72,86,,255,255,255,,그림,,,,
40515,,,,item,clothes485,,Avatar,clothes,1,,,cloth_000701_f01.png,68,83,,255,255,255,,그림,,,,
40516,,,,item,clothes486,,Avatar,clothes,1,,,cloth_000702_f01.png,69,83,,255,255,255,,그림,,,,
40517,,,,item,clothes487,,Avatar,clothes,1,,,cloth_000705_f01.png,68,83,,255,255,255,,그림,,,,
40518,,,,item,clothes488,,Avatar,clothes,1,,,cloth_000706.png,72,86,,255,255,255,,그림,,,,
40519,,,,item,clothes489,,Avatar,clothes,1,,,cloth_000707_f01.png,72,86,,255,255,255,,그림,,,,
40520,,,,item,clothes490,,Avatar,clothes,1,,,cloth_000708_f01.png,69,83,,255,255,255,,그림,,,,
40521,,,,item,clothes491,,Avatar,clothes,1,,,cloth_000709_f01.png,69,83,,255,255,255,,그림,,,,
40522,,,,item,clothes492,,Avatar,clothes,1,,,cloth_000710.png,71,85,,255,255,255,,그림,,,,
40523,,,,item,clothes493,,Avatar,clothes,1,,,cloth_000711_f01.png,68,83,,255,255,255,,그림,,,,
40524,,,,item,clothes494,,Avatar,clothes,1,,,cloth_000712_f01.png,69,83,,255,255,255,,그림,,,,
40525,,,,item,clothes495,,Avatar,clothes,1,,,cloth_000713.png,73,84,,255,255,255,,그림,,,,
40526,,,,item,clothes496,,Avatar,clothes,1,,,cloth_000714_f01.png,68,83,,255,255,255,,그림,,,,
40527,,,,item,clothes497,,Avatar,clothes,1,,,cloth_000715.png,68,86,,255,255,255,,그림,,,,
40528,,,,item,clothes498,,Avatar,clothes,1,,,cloth_000717.png,78,87,,255,255,255,,그림,,,,
40529,,,,item,clothes499,,Avatar,clothes,1,,,cloth_000718_f01.png,68,83,,255,255,255,,그림,,,,
40530,,,,item,clothes500,,Avatar,clothes,1,,,cloth_000719_f01.png,68,83,,255,255,255,,그림,,,,
40531,,,,item,clothes501,,Avatar,clothes,1,,,cloth_000720.png,84,88,,255,255,255,,그림,,,,
40532,,,,item,clothes502,,Avatar,clothes,1,,,cloth_000721_f01.png,68,83,,255,255,255,,그림,,,,
40533,,,,item,clothes503,,Avatar,clothes,1,,,cloth_000722.png,84,87,,255,255,255,,그림,,,,
40534,,,,item,clothes504,,Avatar,clothes,1,,,cloth_000723_f01.png,68,83,,255,255,255,,그림,,,,
40535,,,,item,clothes505,,Avatar,clothes,1,,,cloth_000724_f01.png,70,85,,255,255,255,,그림,,,,
40536,,,,item,clothes506,,Avatar,clothes,1,,,cloth_000725_f01.png,68,83,,255,255,255,,그림,,,,
40537,,,,item,clothes507,,Avatar,clothes,1,,,cloth_000726.png,81,87,,255,255,255,,그림,,,,
40538,Garage 상품 예정,,,nft,Paper Clothes,,Avatar,clothes,1,,,cloth_000727_f01.png,68,83,,255,255,255,rare,그림,,,,
40539,,,,item,clothes509,,Avatar,clothes,1,,,cloth_000728.png,68,85,,255,255,255,,그림,,,,
40540,,,,nft,Spring Scholar Outfit,Peaceful green vest layered with a warm cardigan.,Avatar,clothes,1,,,cloth_000729_f01.png,68,83,,255,255,255,rare,그림,,,,
40541,,,,item,clothes511,,Avatar,clothes,1,,,cloth_000730.png,87,86,,255,255,255,,그림,,,,
40542,,,,item,clothes512,,Avatar,clothes,1,,,cloth_000731_f01.png,72,87,,255,255,255,,그림,,,,
40543,,,,item,clothes513,,Avatar,clothes,1,,,cloth_000732_f01.png,72,86,,255,255,255,,그림,,,,
40544,,,,item,clothes514,,Avatar,clothes,1,,,cloth_000733_f01.png,72,86,,255,255,255,,그림,,,,
40545,,,,item,clothes515,,Avatar,clothes,1,,,cloth_000734_f01.png,88,104,,255,255,255,,그림,,,,
40546,,,,item,clothes516,,Avatar,clothes,1,,,cloth_000735_f01.png,72,86,,255,255,255,,그림,,,,
40547,,,,item,clothes517,,Avatar,clothes,1,,,cloth_000736.png,83,85,,255,255,255,,그림,,,,
40548,,,,item,clothes518,,Avatar,clothes,1,,,cloth_000738_f01.png,72,86,,255,255,255,,그림,,,,
40549,,,,item,clothes519,,Avatar,clothes,1,,,cloth_000739_f01.png,72,86,,255,255,255,,그림,,,,
40550,,,,item,clothes520,,Avatar,clothes,1,,,cloth_000740_f01.png,74,89,,255,255,255,,그림,,,,
40551,,,,item,clothes521,,Avatar,clothes,1,,,cloth_000741_f01.png,68,83,,255,255,255,,그림,,,,
40552,,,,item,clothes522,,Avatar,clothes,1,,,cloth_000742_f01.png,68,83,,255,255,255,,그림,,,,
40553,,,,item,clothes523,,Avatar,clothes,1,,,cloth_000743_f01.png,68,83,,255,255,255,,그림,,,,
40554,,,,item,clothes524,,Avatar,clothes,1,,,cloth_000744_f01.png,68,82,,255,255,255,,그림,,,,
40555,,,,item,clothes525,,Avatar,clothes,1,,,cloth_000745_f01.png,68,83,,255,255,255,,그림,,,,
40556,,,,item,clothes526,,Avatar,clothes,1,,,cloth_000746_f01.png,78,83,,255,255,255,,그림,,,,
40557,,,,item,clothes527,,Avatar,clothes,1,,,cloth_000747.png,94,91,,255,255,255,,그림,,,,
40558,,,,item,clothes528,,Avatar,clothes,1,,,cloth_10001.png,78,86,,255,255,255,,그림,,,,
40559,,,,item,clothes529,,Avatar,clothes,1,,,cloth_10002_f01.png,92,85,,255,255,255,,그림,,,,
40560,,,,item,clothes530,,Avatar,clothes,1,,,cloth_10003_f01.png,72,83,,255,255,255,,그림,,,,
40561,,,,item,clothes531,,Avatar,clothes,1,,,cloth_10004.png,83,86,,255,255,255,,그림,,,,
40562,,,,item,clothes532,,Avatar,clothes,1,,,cloth_10005_f01.png,71,85,,255,255,255,,그림,,,,
40563,,,,item,clothes533,,Avatar,clothes,1,,,cloth_10006_f01.png,71,85,,255,255,255,,그림,,,,
40564,,,,item,clothes534,,Avatar,clothes,1,,,cloth_10007_f01.png,71,85,,255,255,255,,그림,,,,
40565,,,,item,clothes535,,Avatar,clothes,1,,,cloth_10008_f01.png,72,86,,255,255,255,,그림,,,,
40566,,,,item,clothes536,,Avatar,clothes,1,,,cloth_10009_f01.png,71,85,,255,255,255,,그림,,,,
40567,,,,item,clothes537,,Avatar,clothes,1,,,cloth_10010_f01.png,81,85,,255,255,255,,그림,,,,
40568,,,,item,clothes538,,Avatar,clothes,1,,,cloth_10011_f01.png,84,85,,255,255,255,,그림,,,,
40569,,,,item,clothes539,,Avatar,clothes,1,,,cloth_10012_f01.png,71,85,,255,255,255,,그림,,,,
40570,,,,item,clothes540,,Avatar,clothes,1,,,cloth_10013_f01.png,85,85,,255,255,255,,그림,,,,
40571,,,,item,clothes541,,Avatar,clothes,1,,,cloth_10014_f01.png,98,85,,255,255,255,,그림,,,,
40572,,,,item,clothes542,,Avatar,clothes,1,,,cloth_10015_f01.png,114,95,,255,255,255,,그림,,,,
40573,,,,item,clothes543,,Avatar,clothes,1,,,cloth_10016_f01.png,71,85,,255,255,255,,그림,,,,
40574,,,,item,clothes544,,Avatar,clothes,1,,,cloth_10017_f01.png,72,86,,255,255,255,,그림,,,,
40575,,,,item,clothes545,,Avatar,clothes,1,,,cloth_10018.png,71,85,,255,255,255,,그림,,,,
40576,,,,item,clothes546,,Avatar,clothes,1,,,cloth_10019_f01.png,71,85,,255,255,255,,그림,,,,
40577,,,,item,clothes547,,Avatar,clothes,1,,,cloth_10020_f01.png,71,85,,255,255,255,,그림,,,,
40578,,,,item,clothes548,,Avatar,clothes,1,,,cloth_10021_f01.png,79,85,,255,255,255,,그림,,,,
40579,,,,item,clothes549,,Avatar,clothes,1,,,cloth_10022_f01.png,71,85,,255,255,255,,그림,,,,
40580,,,,item,clothes550,,Avatar,clothes,1,,,cloth_10023_f01.png,72,86,,255,255,255,,그림,,,,
40581,,,,item,clothes551,,Avatar,clothes,1,,,cloth_10024_f01.png,72,86,,255,255,255,,그림,,,,
40582,,,,item,clothes552,,Avatar,clothes,1,,,cloth_10025_f01.png,99,86,,255,255,255,,그림,,,,
40583,,,,item,clothes553,,Avatar,clothes,1,,,cloth_10026_f01.png,77,86,,255,255,255,,그림,,,,
40584,,,,item,clothes554,,Avatar,clothes,1,,,cloth_10027_f01.png,82,88,,255,255,255,,그림,,,,
40585,,,,item,clothes555,,Avatar,clothes,1,,,cloth_10028_f01.png,79,88,,255,255,255,,그림,,,,
40586,,,,item,clothes556,,Avatar,clothes,1,,,cloth_10029.png,79,86,,255,255,255,,그림,,,,
40587,,,,item,clothes557,,Avatar,clothes,1,,,cloth_10030.png,79,86,,255,255,255,,그림,,,,
40588,,,,item,clothes558,,Avatar,clothes,1,,,cloth_10031.png,72,92,,255,255,255,,그림,,,,
40589,,,,item,clothes559,,Avatar,clothes,1,,,cloth_10032_f01.png,76,88,,255,255,255,,그림,,,,
50000,,,,item,Checkered Cap,Plaid and playful. A cap with dold checkered patterns.,Avatar,hat,1,,,hat_00016_f01.png,145,99,,255,255,255,,그림,,,매직박스1에서 랜덤 획득,"""{""""x"""":0,""""y"""":0.6,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50001,,,,item,Lovely Heart Beanie,Cozy with love. A soft beanie decorated with hearts.,Avatar,hat,1,,,hat_00029_f01.png,128,120,,255,255,255,,그림,,,매직박스1에서 랜덤 획득,"""{""""x"""":0,""""y"""":0.6,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50002,,,,nft,Quirky Platypus Hat,A quirky hat designed like a platypus.,Avatar,hat,1,,,hat_00057_f01.png,136,129,,255,255,255,,그림,,,nft,"""{""""x"""":0,""""y"""":0.47,""""z"""":-0.003,""""r"""":1,""""g"""":1,""""b"""":1,""""a"""":1,""""f"""":0,""""angle"""":0}"""
50003,,,,item,Western Cowboy Hat,Yeehaw Partner! Ride into the sunset with this iconic hat.,Avatar,hat,1,,,hat_00064_f01.png,167,108,,255,255,255,,그림,,,매직박스1에서 랜덤 획득,"""{""""x"""":-0.03,""""y"""":0.64,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50004,,,,item,Winter Knitted Hat,Warm and snug. A knitted wool hat for winter.,Avatar,hat,1,,,hat_00095_f01.png,148,157,,255,255,255,,그림,,,상점 구매,"""{""""x"""":0,""""y"""":0.515,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50005,,,,item,hat1,,Avatar,hat,1,,,hat_00001_m01.png,165,118,,255,255,255,,그림,,,,
50006,,,,item,hat2,,Avatar,hat,1,,,hat_00030_f01.png,143,131,,255,255,255,,그림,,,,
50007,,,,item,hat3,,Avatar,hat,1,,,hat_00031_f01.png,144,115,,255,255,255,,그림,,,,
50008,,,,item,hat4,,Avatar,hat,1,,,hat_00032_f01.png,78,80,,255,255,255,,그림,,,,
50009,,,,item,hat5,,Avatar,hat,1,,,hat_00042_f01.png,192,184,,255,255,255,,그림,,,,
50010,,,,item,hat6,,Avatar,hat,1,,,hat_00070_f01.png,133,143,,255,255,255,,그림,,,,
50011,,,,item,hat7,,Avatar,hat,1,,,hat_00101_f01.png,136,129,,255,255,255,,그림,,,,
50012,,,,item,hat8,,Avatar,hat,1,,,hat_00103_f01.png,162,141,,255,255,255,,그림,,,,
50013,,,,item,hat9,,Avatar,hat,1,,,hat_00105_f01.png,166,130,,255,255,255,,그림,,,,
50014,,,,item,hat10,,Avatar,hat,1,,,hat_00107_f01.png,138,122,,255,255,255,,그림,,,,
50015,,,,item,hat11,,Avatar,hat,1,,,hat_00109_f01.png,138,179,,255,255,255,,그림,,,,
50016,,,,item,hat12,,Avatar,hat,1,,,hat_00111_f01.png,162,119,,255,255,255,,그림,,,,
50017,,,,item,hat13,,Avatar,hat,1,,,hat_00113_f01.png,136,156,,255,255,255,,그림,,,,
50018,,,,item,hat14,,Avatar,hat,1,,,hat_00114_f01.png,134,117,,255,255,255,,그림,,,,
50019,,,,item,hat15,,Avatar,hat,1,,,hat_00116_f01.png,140,119,,255,255,255,,그림,,,,
50020,,,,nft,Super Froggy Hat,A mysterious hat gifted by a mighty villain... froggy-powered and fabulous.,Avatar,hat,1,,,hat_00174_f01.png,140,94,,255,255,255,event,그림,,,,"""{""""x"""":0,""""y"""":0.59,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50021,,,,item,hat17,,Avatar,hat,1,,,hat_00193_f01.png,129,111,,255,255,255,,그림,,,,
50022,,,,item,hat18,,Avatar,hat,1,,,hat_00326_f01.png,212,147,,255,255,255,,그림,,,,
50023,,,,item,hat19,,Avatar,hat,1,,,cloth_000384_f02.png,65,21,,255,255,255,,그림,,,,
50024,,,,item,hat20,,Avatar,hat,1,,,hat_00003_f01.png,133,81,,255,255,255,,,,,,
50025,,,,item,hat21,,Avatar,hat,1,,,hat_00004.png,144,117,,255,255,255,,,,,,
50026,,,,item,hat22,,Avatar,hat,1,,,hat_00006.png,132,88,,255,255,255,,,,,,
50027,,,,item,hat23,,Avatar,hat,1,,,hat_00007_f01.png,141,52,,255,255,255,,,,,,
50028,,,,item,hat24,,Avatar,hat,1,,,hat_00008.png,143,135,,255,255,255,,,,,,
50029,,,,item,hat25,,Avatar,hat,1,,,hat_00009_f01.png,51,50,,255,255,255,,,,,,
50030,,,,item,hat26,,Avatar,hat,1,,,hat_00010_b01.png,65,102,,255,255,255,,,,,,
50031,,,,item,hat27,,Avatar,hat,1,,,hat_00013_f01.png,121,71,,255,255,255,,,,,,
50032,,,,item,hat28,,Avatar,hat,1,,,hat_00015_f01.png,140,116,,255,255,255,,,,,,
50033,,,,item,hat29,,Avatar,hat,1,,,hat_00017.png,227,151,,255,255,255,,,,,,
50034,,,,item,hat30,,Avatar,hat,1,,,hat_00018.png,187,194,,255,255,255,,,,,,
50035,,,,item,hat31,,Avatar,hat,1,,,hat_00019.png,202,165,,255,255,255,,,,,,
50036,,,,item,hat32,,Avatar,hat,1,,,hat_00020.png,136,125,,255,255,255,,,,,,
50037,,,,nft,Mint Fedora,Clean and breezy fedora in fresh mint.,Avatar,hat,1,,,hat_00021_f01.png,146,89,,255,255,255,rare,,,,,
50038,,,,item,hat34,,Avatar,hat,1,,,hat_00022_f01.png,146,89,,255,255,255,,,,,,
50039,,,,item,hat35,,Avatar,hat,1,,,hat_00023_f01.png,146,94,,255,255,255,,,,,,
50040,,,,item,hat36,,Avatar,hat,1,,,hat_00024_m01.png,162,125,,255,255,255,,,,,,
50041,,,,item,hat37,,Avatar,hat,1,,,hat_00025_m01.png,162,125,,255,255,255,,,,,,
50042,,,,item,hat38,,Avatar,hat,1,,,hat_00026_b01.png,118,102,,255,255,255,,,,,,
50043,,,,item,hat39,,Avatar,hat,1,,,hat_00027.png,115,65,,255,255,255,,,,,,
50044,,,,item,hat40,,Avatar,hat,1,,,hat_00028.png,131,70,,255,255,255,,,,,,
50045,,,,item,hat41,,Avatar,hat,1,,,hat_00033_f01.png,153,69,,255,255,255,,,,,,
50046,,,,item,hat42,,Avatar,hat,1,,,hat_00036_f01.png,54,87,,255,255,255,,,,,,
50047,,,,item,hat43,,Avatar,hat,1,,,hat_00037_f01.png,122,84,,255,255,255,,,,,,
50048,,,,item,hat44,,Avatar,hat,1,,,hat_00038_f01.png,132,108,,255,255,255,,,,,,
50049,,,,nft,Yellow Cat Ears,Neon yellow headband with tiny cat ears.,Avatar,hat,1,,,hat_00039_f01.png,121,85,,255,255,255,rare,,,,,"""{""""x"""":0,""""y"""":0.54,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50050,,,,item,hat46,,Avatar,hat,1,,,hat_00040_f01.png,46,47,,255,255,255,,,,,,
50051,,,,item,hat47,,Avatar,hat,1,,,hat_00041_f01.png,131,89,,255,255,255,,,,,,
50052,,,,item,hat48,,Avatar,hat,1,,,hat_00043_b01.png,52,56,,255,255,255,,,,,,
50053,,,,item,hat49,,Avatar,hat,1,,,hat_00044_f01.png,44,44,,255,255,255,,,,,,"""{""""x"""":0.215,""""y"""":0.54,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
50054,,,,item,hat50,,Avatar,hat,1,,,hat_00045_b01.png,98,76,,255,255,255,,,,,,
50055,,,,item,hat51,,Avatar,hat,1,,,hat_00046_f01.png,87,35,,255,255,255,,,,,,
50056,,,,item,hat52,,Avatar,hat,1,,,hat_00047_b01.png,74,69,,255,255,255,,,,,,
50057,,,,item,hat53,,Avatar,hat,1,,,hat_00047_f01.png,74,69,,255,255,255,,,,,,
50058,,,,item,hat54,,Avatar,hat,1,,,hat_00048_b01.png,54,64,,255,255,255,,,,,,
50059,,,,item,hat55,,Avatar,hat,1,,,hat_00049_f01.png,94,54,,255,255,255,,,,,,
50060,,,,item,hat56,,Avatar,hat,1,,,hat_00050_b02.png,231,110,,255,255,255,,,,,,
50061,,,,nft,Mint Cap,Refreshing mint baseball cap for chill days.,Avatar,hat,1,,,hat_00051_b01.png,148,67,,255,255,255,rare,,,,,"""{""""x"""":-0.065,""""y"""":0.6,""""z"""":-0.003,""""r"""":""""1"""",""""g"""":""""1"""",""""b"""":""""1"""",""""a"""":1,""""f"""":0,""""angle"""":0}"""
